Order#,Invoice,Date/Time,"Bill To",Outlet,ProductID,Model,ProductName,Option,Brand,Department,Supplier,Price,Qty,Line,Tax,Avg.Cost(AUD),L.Cost(AUD),GP%(Avg.Cost),GP%(L.Cost),"Cash Register","Sales Person",AccountManager,RetailSalesManager,AgentCommission,ItemBarcode,MerchantRef,Status,IsDiscounted,SystemPrice
85517,855170000000,"2024-08-01 11:59:22","Lexie Nguyen","QV MELBOURNE",1171,ADLV-22SS-ACSNBL-WHT,"NOBLE LOGO SOCKS WHITE",1,"LOGO PLAY",SOCKS,,29.00,1.000,29.00,2.64,10.64,10.64,59.64,59.64,"QV Store Laptop","Ling Yao","ADLV QV","ADLV QV",0.00,8809860420315,,Completed,No,29.00
85517,855170000000,"2024-08-01 11:59:22","Lexie Nguyen","QV MELBOURNE",2490,ADLV-23FW-HDTXAA-BLK,"ASTRONAUT ADVENTURE HOODIE BLACK",1,"ART WORK",HOODIES,,209.00,1.000,209.00,19.00,98.18,98.18,48.33,48.33,"QV Store Laptop","Ling Yao","ADLV QV","ADLV QV",0.00,8809932249646,,Completed,No,209.00
85518,855180000000,"2024-08-01 12:25:58","Cash Sales CHADSTONE",CHADSTONE,2068,ADLV-23SS-ACLAEW-BLK,"A LOGO EMBLEM WOOL BALL CAP BLACK",,"ADLV X LISA",CAP,,0.00,1.000,0.00,0.00,48.68,48.68,N/A,N/A,"CHADSTONE REMOTE","Chloe T",,"Nicky Lee",0.00,8809932240315,"for marketing sponsor awards",Completed,No,109.00
85518,855180000000,"2024-08-01 12:25:58","Cash Sales CHADSTONE",CHADSTONE,2686,ADLV-24SS-ACLGTF-WHT,"GOTHIC FONT LOGO SOCKS WHITE",,"LOGO PLAY",SOCKS,,0.00,1.000,0.00,0.00,7.68,7.68,N/A,N/A,"CHADSTONE REMOTE","Chloe T",,"Nicky Lee",0.00,8809977035327,"for marketing sponsor awards",Completed,No,19.00
85518,855180000000,"2024-08-01 12:25:58","Cash Sales CHADSTONE",CHADSTONE,2471,ADLV-24SS-SSAWEW-LIM,"WE WERE OVERLAP ARTWORK SHORT SLEEVE T-SHIRT LIME",1,"ADLV X JEONGHAN",T-SHIRT,,0.00,1.000,0.00,0.00,48.68,48.68,N/A,N/A,"CHADSTONE REMOTE","Chloe T",,"Nicky Lee",0.00,8809977033460,"for marketing sponsor awards",Completed,No,109.00
85519,855190000000,"2024-08-01 12:30:32","Cash Sales CHADSTONE",CHADSTONE,2292,ADLV-23FW-CTHWLG-BLK,"HOODIE WOOL LONG COAT BLACK",1,"LOGO PLAY",HOODIES,,619.00,1.000,619.00,56.27,296.18,296.18,47.37,47.37,"Chadstone Store computer","Chloe T",,"Nicky Lee",0.00,8809932244863,,Completed,No,619.00
85519,855190000000,"2024-08-01 12:30:32","Cash Sales CHADSTONE",CHADSTONE,0,13577-PRODUCT-DISCOUNT,"L-SALES [20%]<br /> - HOODIE WOOL LONG COAT BLACK",,,HOODIES,,-123.80,1.000,-123.80,-11.25,,,N/A,N/A,"Chadstone Store computer","Chloe T",,"Nicky Lee",0.00,,,Completed,No,
85520,855200000000,"2024-08-01 12:36:41","Cash Sales CHADSTONE",CHADSTONE,2614,ADLV-24SS-SSLGPG-BLK,"THE POWERPUFF GIRLS X acmé de la vie  logo t-shirts BLACK",2,"ADLV X POWERPUFF GIRLS",T-SHIRT,,109.00,1.000,109.00,9.91,45.75,45.75,53.83,53.83,"Chadstone Store computer","Chloe T",,"Nicky Lee",0.00,8809977037192,,Completed,No,109.00
85521,855210000000,"2024-08-01 13:00:57","Yehyung Lee","QV MELBOURNE",2301,ADLV-23FW-KNLBCT-BLK,"ADLV BIG CUTTING LOGO KNIT BLACK",1,"LOGO PLAY",KNIT/CARDIGAN,,229.00,1.000,229.00,20.82,106.43,106.43,48.88,48.88,"QV Store Laptop","Kiki P",,,0.00,8809932244368,,Completed,No,229.00
85522,855220000000,"2024-08-01 13:17:42","Jessie Chen","THE GLEN",2141,ADLV-23FW-LSATHK-WHT,"ADLV X SANRIO HELLO KITTY ARTWORK LONG SLEEVE T-SHIRT WHITE",1,"ADLV X HELLO KITTY","LONG SLEEVE T-SHIRT",,119.00,2.000,238.00,21.64,113.86,113.86,47.38,47.38,"THE GLEN LEFT","Evelyn Yang",,,0.00,8809932246133,,Completed,No,119.00
85522,855220000000,"2024-08-01 13:17:42","Jessie Chen","THE GLEN",0,13636-PRODUCT-DISCOUNT,"L-SALES [60%]<br /> - ADLV X SANRIO HELLO KITTY ARTWORK LONG SLEEVE T-SHIRT WHITE",,,"LONG SLEEVE T-SHIRT",,-71.40,1.000,-71.40,-6.49,,,N/A,N/A,"THE GLEN LEFT","Evelyn Yang",,,0.00,,,Completed,No,
85522,855220000000,"2024-08-01 13:17:42","Jessie Chen","THE GLEN",0,13636-PRODUCT-DISCOUNT,"L-SALES [60%]<br /> - ADLV X SANRIO HELLO KITTY ARTWORK LONG SLEEVE T-SHIRT WHITE",,,"LONG SLEEVE T-SHIRT",,-71.40,1.000,-71.40,-6.49,,,N/A,N/A,"THE GLEN LEFT","Evelyn Yang",,,0.00,,,Completed,No,
85523,855230000000,"2024-08-01 13:17:51","Quyen Pham","QV MELBOURNE",431,ADLV-19SS-HDBKBF-SNW,"ADLV BABY FACE HOODIE BLACK SNOW",1,"BABY FACE",HOODIES,,189.00,1.000,189.00,17.18,89.51,89.93,47.90,47.66,"QV Store Laptop","Kiki P",,,0.00,8800000015088,,Completed,No,189.00
85524,855240000000,"2024-08-01 13:49:22","Amber Wang","SYDNEY CBD",2304,ADLV-23FW-KNLHCG-GRY,"LETTERING LOGO MOHAIR CADIGAN GREY",1,"LOGO PLAY",KNIT/CARDIGAN,,279.00,1.000,279.00,25.36,131.18,131.18,48.28,48.28,"Sydney CBD 02","Victoria L",,,0.00,8809932244184,,Completed,No,279.00
85525,855250000000,"2024-08-01 14:02:03","Yana Liu","QV MELBOURNE",2252,ADLV-23FW-OPLOSD-BLK,"BASIC LOGO OVERSIZE DUCK DOWN JACKET BLACK",3,"LOGO PLAY","DUCK DOWN JACKETS",,479.00,1.000,479.00,43.55,230.18,230.18,47.14,47.14,"QV Store Laptop","Kiki P",,,0.00,8809932243033,,Completed,No,479.00
85525,855250000000,"2024-08-01 14:02:03","Yana Liu","QV MELBOURNE",0,13586-PRODUCT-DISCOUNT,"L-SALES [20%]<br /> - BASIC LOGO OVERSIZE DUCK DOWN JACKET BLACK",,,"DUCK DOWN JACKETS",,-95.80,1.000,-95.80,-8.71,,,N/A,N/A,"QV Store Laptop","Kiki P",,,0.00,,,Completed,No,
85526,855260000000,"2024-08-01 14:02:16","Bolita Jonjareansuk",CHATSWOOD,2150,ADLV-23FW-ZPCLHK-BLK,"ADLV X SANRIO HELLO KITTY LETTERING CROP HOODIE ZIP UP BLACK",1,"ADLV X HELLO KITTY","ZIP-UP JACKET/HOODIE",,209.00,1.000,209.00,19.00,98.18,98.18,48.33,48.33,,"Website Admin",,,0.00,8809932246072,,Shipped,No,209.00
85526,855260000000,"2024-08-01 14:02:16","Bolita Jonjareansuk",CHATSWOOD,0,13640-PRODUCT-DISCOUNT,"L-SALES [40%]<br /> - ADLV X SANRIO HELLO KITTY LETTERING CROP HOODIE ZIP UP BLACK",,,"ZIP-UP JACKET/HOODIE",,-83.60,1.000,-83.60,-7.60,,,N/A,N/A,,"Website Admin",,,0.00,,,Shipped,No,
85527,855270000000,"2024-08-01 14:05:53","Judy Wright",CHADSTONE,2139,ADLV-23FW-SWATHK-LIM,"ADLV X SANRIO HELLO KITTY ARTWORK SWEAT SHIRT LIME",1,"ADLV X HELLO KITTY",SWEATER,,159.00,1.000,159.00,14.45,73.43,73.43,49.20,49.20,"Chadstone Store computer","Annie T",,,0.00,8809932246225,,Completed,No,159.00
85527,855270000000,"2024-08-01 14:05:53","Judy Wright",CHADSTONE,0,13638-PRODUCT-DISCOUNT,"L-SALES [60%]<br /> - ADLV X SANRIO HELLO KITTY ARTWORK SWEAT SHIRT LIME",,,SWEATER,,-95.40,1.000,-95.40,-8.67,,,N/A,N/A,"Chadstone Store computer","Annie T",,,0.00,,,Completed,No,
85528,855280000000,"2024-08-01 14:06:58","Cash Sales CHADSTONE","QV MELBOURNE",2299,ADLV-23FW-KNLBSR-MNT,"BASIC LOGO SIDE POINT KNIT MINT",1,"LOGO PLAY",KNIT/CARDIGAN,,229.00,1.000,229.00,20.82,106.43,106.43,48.88,48.88,"QV Store Laptop","Chloe T",,"Nicky Lee",0.00,8809932244344,,Completed,No,229.00
85529,855290000000,"2024-08-01 14:09:44","Cash Sales Warehouse","QV MELBOURNE",2604,ADLV-24SS-ACLBSM-RED,"BASIC SMALL LOGO BALL CAP RED",,"LOGO PLAY",CAP,,89.00,1.000,89.00,8.09,40.43,40.43,50.03,50.03,"QV Store Laptop","Kiki P",,,0.00,8809977036546,,Completed,No,89.00
85530,855300000000,"2024-08-01 14:12:57","Reanne R","QV MELBOURNE",2404,ADLV-24SS-KNCSLT-LYW,"SYMBOL LOGO RIVET TERRY CARDIGAN LIGHT YELLOW",1,"ADLV X JEONGHAN",KNIT/CARDIGAN,,239.00,1.000,239.00,21.73,114.68,114.68,47.22,47.22,"QV Store Laptop","Kiki P",,,0.00,8809977031961,,Completed,No,239.00
85531,855310000000,"2024-08-01 14:14:23","Cash Sales SYDNEY CBD","SYDNEY CBD",1780,ADLV-22FW-HDBKBF-BRD,"BABY FACE BEAR DOLL HOODIE BLACK",1,"BABY FACE",HOODIES,,189.00,1.000,189.00,17.18,89.93,89.93,47.66,47.66,"Sydney CBD 02","Victoria L",,"Nicky Lee",0.00,8809902201100,,Completed,No,189.00
85532,855320000000,"2024-08-01 14:15:41","Wing Liu","SYDNEY CBD",2547,ADLV-23FW-LSLFFW-BLK,"FRONT FULL LOGO SPRAY WASHING LONG SLEEVE T-SHIRT BLACK",2,"LOGO PLAY","LONG SLEEVE T-SHIRT",,139.00,1.000,139.00,12.64,65.18,65.18,48.42,48.42,,"Website Admin",,,0.00,8809977030728,,Completed,No,139.00
85533,855330000000,"2024-08-01 14:28:53","Cash Sales CHADSTONE",CHADSTONE,2651,ADLV-24SS-ACBHPG-PNK,"THE POWERPUFF GIRLS X acmé de la vie beachball PINK",,"ADLV X POWERPUFF GIRLS",ACCESSORIES,,29.00,1.000,29.00,2.64,9.23,9.23,64.99,64.99,"Chadstone Store computer","Annie T",,"Nicky Lee",0.00,8809977037086,,Completed,No,29.00
85534,855340000000,"2024-08-01 14:36:58","Yanisa Chinwong","QV MELBOURNE",2660,ADLV-24SS-SSLRBR-BLK,"RABBIT BEAR DOLL LOGO SHORT SLEEVE T-SHIRT BLACK",1,"ART WORK",T-SHIRT,,109.00,1.000,109.00,9.91,45.75,45.75,53.83,53.83,"QV Store Laptop","Kiki P",,,0.00,8809977038342,,Completed,No,109.00
85535,855350000000,"2024-08-01 14:49:26","Xu Jingyi","QV MELBOURNE",2158,ADLV-23FW-SPLTHK-NVY,"ADLV X SANRIO HELLO KITTY LETTERING SHORT PANTS NAVY",1,"ADLV X HELLO KITTY","BOTTOM (SHORTS)",,119.00,1.000,119.00,10.82,56.93,56.93,47.38,47.38,"QV Store Laptop","Kiki P",,,0.00,8809932246423,,Completed,No,119.00
85535,855350000000,"2024-08-01 14:49:26","Xu Jingyi","QV MELBOURNE",0,13626-PRODUCT-DISCOUNT,"L-SALES [40%]<br /> - ADLV X SANRIO HELLO KITTY LETTERING SHORT PANTS NAVY",,,"BOTTOM (SHORTS)",,-47.60,1.000,-47.60,-4.33,,,N/A,N/A,"QV Store Laptop","Kiki P",,,0.00,,,Completed,No,
85536,855360000000,"2024-08-01 14:51:44","Delvien Tjhai","SYDNEY CBD",2661,ADLV-24SS-SSLRBR-CRM,"RABBIT BEAR DOLL LOGO SHORT SLEEVE T-SHIRT CREAM",2,"ART WORK",T-SHIRT,,109.00,1.000,109.00,9.91,45.75,45.75,53.83,53.83,"Sydney CBD 02","Victoria L",,,0.00,8809977038373,,Completed,No,109.00
85537,855370000000,"2024-08-01 14:58:33","Shirley Wang","QV MELBOURNE",2660,ADLV-24SS-SSLRBR-BLK,"RABBIT BEAR DOLL LOGO SHORT SLEEVE T-SHIRT BLACK",1,"ART WORK",T-SHIRT,,109.00,1.000,109.00,9.91,45.75,45.75,53.83,53.83,"QV Store Laptop","Ling Yao",,,0.00,8809977038342,,Completed,No,109.00
85537,855370000000,"2024-08-01 14:58:33","Shirley Wang","QV MELBOURNE",2661,ADLV-24SS-SSLRBR-CRM,"RABBIT BEAR DOLL LOGO SHORT SLEEVE T-SHIRT CREAM",2,"ART WORK",T-SHIRT,,109.00,1.000,109.00,9.91,45.75,45.75,53.83,53.83,"QV Store Laptop","Ling Yao",,,0.00,8809977038373,,Completed,No,109.00
85538,855380000000,"2024-08-01 15:03:29","Cash Sales Warehouse","QV MELBOURNE",2615,ADLV-24SS-SSCLPG-BLK,"THE POWERPUFF GIRLS X acmé de la vie  logo crop t-shirts BLACK",,"ADLV X POWERPUFF GIRLS",T-SHIRT,,89.00,1.000,89.00,8.09,38,38,53.03,53.03,"QV Store Laptop","Ling Yao",,,0.00,8809977037215,,Completed,No,89.00
85539,855390000000,"2024-08-01 15:06:03","Cai Coco","SYDNEY CBD",2548,ADLV-23FW-HDLSYP-BLK,"NEW SYMBOL LOGO SPRAY WASHING HOODIE BLACK",1,"LOGO PLAY",HOODIES,,229.00,1.000,229.00,20.82,106.43,106.43,48.88,48.88,"Sydney CBD 02","Victoria L",,,0.00,8809977030759,,Completed,No,229.00
85541,855410000000,"2024-08-01 15:16:51","Sabrina Xiao",CHATSWOOD,2671,ADLV-24SS-SSARTB-BLK,"RABBIT T-SHIRT BEAR SHORT SLEEVE T-SHIRT BLACK",1,"ART WORK",T-SHIRT,,109.00,1.000,109.00,9.91,45.75,45.75,53.83,53.83,"Chatswood Right","Allen Yang",,,0.00,8809977038540,,Completed,No,109.00
85542,855420000000,"2024-08-01 15:23:02","Cash Sales SYDNEY CBD","SYDNEY CBD",2597,ADLV-24SS-SSABAQ-CHA,"BEAR APPLIQUE PIGMENT WASHING SHORT SLEEVE T-SHIRT CHARCOAL",1,"ART WORK",T-SHIRT,,119.00,1.000,119.00,10.82,56.93,56.93,47.38,47.38,"Sydney CBD 02","Victoria L",,"Nicky Lee",0.00,8809977036454,,Completed,No,119.00
85543,855430000000,"2024-08-01 15:26:19","Thao Bui",CHATSWOOD,2543,ADLV-24SS-ZPPLBS-MEL,"BASIC LOGO NEEDLEWORK HOODIE ZIP UP MELANGE",1,"LOGO PLAY","ZIP-UP JACKET/HOODIE",,209.00,1.000,209.00,19.00,98.18,98.18,48.33,48.33,"Chatswood left","Ern Yi Te",,,0.00,8809977034023,,Completed,No,209.00
85543,855430000000,"2024-08-01 15:26:19","Thao Bui",CHATSWOOD,2562,ADLV-24SS-JKSBMS-DMT,"SYMBOL NEEDLEWORK MESH JACKET DARK MINT",2,"LOGO PLAY","ZIP-UP JACKET/HOODIE",,279.00,1.000,279.00,25.36,131.18,131.18,48.28,48.28,"Chatswood left","Ern Yi Te",,,0.00,8809977035587,,Completed,No,279.00
85544,855440000000,"2024-08-01 15:26:54","Jimmy Kim",CHATSWOOD,2610,ADLV-24SS-ACLBSM-WHT,"BASIC SMALL LOGO BALL CAP WHITE",,"LOGO PLAY",CAP,,89.00,1.000,89.00,8.09,40.43,40.43,50.03,50.03,"Chatswood Right","Allen Yang",,,0.00,8809977036607,,Completed,No,89.00
85542,855420000000,"2024-08-01 15:23:02","Cash Sales SYDNEY CBD","SYDNEY CBD",2597,ADLV-24SS-SSABAQ-CHA,"BEAR APPLIQUE PIGMENT WASHING SHORT SLEEVE T-SHIRT CHARCOAL",1,"ART WORK",T-SHIRT,,119.00,-1.000,-119.00,-10.82,-56.93,-56.93,N/A,N/A,"Sydney CBD 02","Victoria L",,"Nicky Lee",0.00,8809977036454,,Completed,No,119.00
85542,855420000000,"2024-08-01 15:23:02","Cash Sales SYDNEY CBD","SYDNEY CBD",2490,ADLV-23FW-HDTXAA-BLK,"ASTRONAUT ADVENTURE HOODIE BLACK",1,"ART WORK",HOODIES,,209.00,1.000,209.00,19.00,98.18,98.18,48.33,48.33,"Sydney CBD 02","Victoria L",,"Nicky Lee",0.00,8809932249646,,Completed,No,209.00
85545,855450000000,"2024-08-01 15:41:32","Torlarp Inson","SYDNEY CBD",2595,ADLV-24SS-PTLBPG-CHA,"BASIC LOGO PIGMENT WASHING PANTS CHARCOAL",1,"LOGO PLAY","BOTTOMS (LONG)",,169.00,1.000,169.00,15.36,81.68,81.68,46.84,46.84,"Sydney CBD 02","Victoria L",,,0.00,8809977036348,,Completed,No,169.00
85545,855450000000,"2024-08-01 15:41:32","Torlarp Inson","SYDNEY CBD",2541,ADLV-24SS-ZPPLBS-BLK,"BASIC LOGO NEEDLEWORK HOODIE ZIP UP BLACK",1,"LOGO PLAY","ZIP-UP JACKET/HOODIE",,209.00,1.000,209.00,19.00,98.18,98.18,48.33,48.33,"Sydney CBD 02","Victoria L",,,0.00,8809977033989,,Completed,No,209.00
85546,855460000000,"2024-08-01 15:59:47","Soraya Khempila","SYDNEY CBD",434,ADLV_18FW_HDBKBF_DN1,"ADLV BABY FACE HOODIE BLACK DONUT 1",2,"BABY FACE",HOODIES,,189.00,1.000,189.00,17.18,89.92,89.93,47.67,47.66,"Sydney CBD 02","Bao T",,,0.00,8800000004211,,Completed,No,189.00
85547,855470000000,"2024-08-01 16:00:34","Trisha Peralta","QV MELBOURNE",2660,ADLV-24SS-SSLRBR-BLK,"RABBIT BEAR DOLL LOGO SHORT SLEEVE T-SHIRT BLACK",1,"ART WORK",T-SHIRT,,109.00,1.000,109.00,9.91,45.75,45.75,53.83,53.83,"QV Store Laptop","Kiki P",,,0.00,8809977038342,,Completed,No,109.00
85548,855480000000,"2024-08-01 16:04:10","Cash Sales CHATSWOOD",CHATSWOOD,2538,ADLV-24SS-SWPLBS-BLK,"BASIC LOGO NEEDLEWORK PULLOVER SWEATSHIRT BLACK",2,"LOGO PLAY",SWEATER,,169.00,1.000,169.00,15.36,81.68,81.68,46.84,46.84,"Chatswood left","Ern Yi Te",,"Nicky Lee",0.00,8809977033934,,Completed,No,169.00
85549,855490000000,"2024-08-01 16:08:13","Shijin Liu",CHADSTONE,2667,ADLV-24SS-SSATHB-CRM,"CRAYON THREE BEAR ARTWORK SHORT SLEEVE T-SHIRT CREAM",2,"ART WORK",T-SHIRT,,109.00,1.000,109.00,9.91,45.75,45.75,53.83,53.83,"Chadstone Store computer","Jelena Z",,,0.00,8809977038519,,Completed,No,109.00
85550,855500000000,"2024-08-01 16:24:41","Julia Treweek","QV MELBOURNE",2655,ADLV-24SS-ACBSPG-PNK,"THE POWERPUFF GIRLS X acmé de la vie Blossom acrylic shaker keyring PINK",,"ADLV X POWERPUFF GIRLS",ACCESSORIES,,39.00,1.000,39.00,3.55,15.43,15.43,56.48,56.48,"QV Store Laptop","Kiki P",,,0.00,8809977037109,,Completed,No,39.00
85551,855510000000,"2024-08-01 16:37:57","Cash Sales Warehouse","QV MELBOURNE",2519,ADLV-24SS-ACKYFG-BLU,"FUZZY DRAGON DOLL KEY RING BLUE",,"ART WORK",ACCESSORIES,,69.00,1.000,69.00,6.27,32.18,32.18,48.70,48.70,"QV Store Laptop","Kiki P",,,0.00,8809977034368,,Completed,No,69.00
85552,855520000000,"2024-08-01 16:39:47","Annie Vu","SYDNEY CBD",2515,ADLV-24SS-PTSYPW-GRY,"SIDE PUCKERING POCKET PANTS GREY",1,"ADLV X JEONGHAN","BOTTOMS (LONG)",,259.00,1.000,259.00,23.55,122.93,122.93,47.79,47.79,"Sydney CBD 02","Victoria L",,,0.00,8809977031138,,Completed,No,259.00
85552,855520000000,"2024-08-01 16:39:47","Annie Vu","SYDNEY CBD",2513,ADLV-24SS-PTSYPW-BLK,"SIDE PUCKERING POCKET PANTS BLACK",1,"ADLV X JEONGHAN","BOTTOMS (LONG)",,259.00,1.000,259.00,23.55,122.93,122.93,47.79,47.79,"Sydney CBD 02","Victoria L",,,0.00,8809977031053,,Completed,No,259.00
85553,855530000000,"2024-08-01 16:41:35","Cash Sales CHADSTONE",CHADSTONE,2606,ADLV-24SS-ACLBSM-SBL,"BASIC SMALL LOGO BALL CAP SKY BLUE",,"LOGO PLAY",CAP,,89.00,1.000,89.00,8.09,40.43,40.43,50.03,50.03,"Chadstone Store computer","Jelena Z",,"Nicky Lee",0.00,8809977036560,,Completed,No,89.00
85554,855540000000,"2024-08-01 16:45:22","Sophia Zhou","QV MELBOURNE",2609,ADLV-24SS-ACLBSM-BEG,"BASIC SMALL LOGO BALL CAP BEIGE",,"LOGO PLAY",CAP,,89.00,1.000,89.00,8.09,40.43,40.43,50.03,50.03,"QV Store Laptop","Kiki P",,,0.00,8809977036591,,Completed,No,89.00
85555,855550000000,"2024-08-01 16:54:42","Cash Sales Warehouse","QV MELBOURNE",2565,ADLV-24SS-LSCSMS-DMT,"SYMBOL NEEDLEWORK VELOUR LONG SLEEVE DARK MINT",1,"LOGO PLAY","LONG SLEEVE T-SHIRT",,159.00,1.000,159.00,14.45,73.43,73.43,49.20,49.20,"QV Store Laptop","Kiki P",,,0.00,8809977035617,,Completed,No,159.00
85556,855560000000,"2024-08-01 17:00:49","Cash Sales CHADSTONE",CHADSTONE,2123,ADLV-23SS-SSBKBF-CTE,"BABY FACE CAT EARPLUG SHORT SLEEVE T-SHIRT BLACK",2,"BABY FACE",T-SHIRT,,109.00,1.000,109.00,9.91,48.68,48.68,50.87,50.87,"Chadstone Store computer","Jelena Z",,"Nicky Lee",0.00,8809932243118,,Completed,No,109.00
85557,855570000000,"2024-08-01 17:02:22","Cash Sales Warehouse","QV MELBOURNE",2521,ADLV-24SS-ACKYFR-WHT,"FUZZY RABBIT DOLL KEY RING WHITE",,"ART WORK",ACCESSORIES,,69.00,1.000,69.00,6.27,32.18,32.18,48.70,48.70,"QV Store Laptop","Ling Yao",,,0.00,8809977034351,,Completed,No,69.00
